Date,Open,High,Low,Close,Volume
2018-01-02,40.22642840362551,40.732331849669364,40.013663047090226,40.72287368774414,102223600
2018-01-03,40.786703951554024,41.26424012975299,40.65195580461202,40.715782165527344,118071600
2018-01-04,40.78906818489465,41.00892536892023,40.680324568598486,40.9049072265625,89738400
2018-01-05,41.00182799066151,41.45808506285772,40.909630760116436,41.3706169128418,94640000
2018-01-08,41.216957092285156,41.514824242883,41.117664434854255,41.216957092285156,82271200
2018-01-09,41.26423211214397,41.38479659990142,40.99473226339171,41.212223052978516,86336000
2018-01-10,40.93564427336344,41.20514420694834,40.89781883529446,41.20277786254883,95839600
2018-01-11,41.27369812988112,41.48646350572197,41.25005993738692,41.43681716918945,74670800
2018-01-12,41.64958362434706,41.928541742132445,41.5242900076096,41.86471176147461,101672400
2018-01-16,42.05619512016859,42.40843775030096,41.640126121127544,41.651947021484375,118263600
2018-01-17,41.6424772065181,42.375329536797366,41.38716458785662,42.33987045288086,137547200
2018-01-18,42.403709158553816,42.576286369845946,42.1389383022175,42.37770462036133,124773600
2018-01-19,42.22404246720599,42.45335422240586,41.94035890004878,42.18858337402344,129700400
2018-01-22,41.9143437116103,42.02781638819172,41.748861973422535,41.843421936035156,108434400
2018-01-23,41.91434961611927,42.420253062549676,41.800876923552856,41.852882385253906,130756400
2018-01-24,41.90252058167323,41.91434147817776,40.945085680504704,41.18621826171875,204420400
2018-01-25,41.254790067263436,41.35880822622674,40.31390476913343,40.451019287109375,166116000
2018-01-26,40.661409408243486,40.661409408243486,40.202785957528306,40.545570373535156,156572000
2018-01-29,40.22642786452472,40.22642786452472,39.495941780176565,39.70634078979492,202561600
2018-01-30,39.13188735370318,39.566869109013666,38.93567193416762,39.47230911254883,184192800
2018-01-31,39.448661639191634,39.819816966790604,39.36119347467331,39.58104705810547,129915600
2018-02-01,39.51958153014838,39.86236596062143,39.42265520766308,39.663787841796875,188923200
2018-02-02,39.242987564419664,39.43211111750177,37.848208123998646,37.94276809692383,346375200
2018-02-05,37.61181022801194,38.741819028012046,36.878957702568,36.99479675292969,290954000
2018-02-06,36.60236226796209,38.703989694001486,36.40614688758326,38.540870666503906,272975200
2018-02-07,38.555049726467885,38.62833424149052,37.6047101605704,37.715816497802734,206434400
2018-02-08,37.89311918468768,38.060967273510485,36.64963795000738,36.67800521850586,217562000
2018-02-09,37.283292199343705,37.47793154709297,35.662072729584374,37.12662887573242,282690400
2018-02-12,37.622732891584015,38.902143032420256,37.387737861738515,38.62205123901367,243278000
2018-02-13,38.441648978783526,39.10627841060498,38.37043803574211,39.00895690917969,130196800
2018-02-14,38.700367523731565,39.768520498634835,38.66239150396343,39.72816848754883,162579600
2018-02-15,40.30261611728479,41.08592939509812,40.11509743299703,41.06219482421875,204588800
2018-02-16,40.91264641882324,41.49657183374538,40.77260051794692,40.92926025390625,160704400
2018-02-20,40.839056764541645,41.36363662436261,40.68951416230538,40.79158401489258,135722000
2018-02-21,41.024206803925864,41.33040914602686,40.59219641185056,40.606441497802734,149886400
2018-02-22,40.77971301881421,41.29005139211692,40.7583508257599,40.94586944580078,123967600
2018-02-23,41.22359528792445,41.69358171853688,41.19273636737962,41.65797805786133,135249600
2018-02-26,41.85973849172161,42.58133372602749,41.82650720373263,42.48163986206055,152648800
2018-02-27,42.51249604396159,42.840060541073306,42.28937014385134,42.343963623046875,155712400
2018-02-28,42.55047921733024,42.87329902922148,42.26326668893487,42.27988052368164,151128400
2018-03-01,42.379574202855586,42.67391108414624,40.98385634717066,41.5392951965332,195208000
2018-03-02,41.01709141611126,41.847877396557045,40.93401136929091,41.826515197753906,153816000
2018-03-05,41.58914418427827,42.18968342282792,41.42536009704852,41.97130584716797,113605600
2018-03-06,42.23002866924703,42.31073270387697,41.807515050374334,41.935691833496094,95154000
2018-03-07,41.52505503882014,41.741060249905445,41.366019309695346,41.546417236328125,126814000
2018-03-08,41.6532321786814,42.042514587007794,41.55591429305424,41.99979019165039,95096400
2018-03-09,42.241910161474706,42.726138133332384,42.10660898552148,42.72138977050781,128740800
2018-03-12,42.79497354049072,43.29344660600463,42.77598733287426,43.1344108581543,128828400
2018-03-13,43.340914671425786,43.55691988453275,42.54573601835944,42.71901321411133,126774000
2018-03-14,42.802082929926804,42.84955567624831,42.206288554486036,42.355831146240234,117473600
2018-03-15,42.370081762855264,42.78310235116439,42.268015517307475,42.40568542480469,90975200
2018-03-16,42.40568830427306,42.51725128187559,42.161200150447804,42.25614929199219,157618800
2018-03-19,42.089991150515615,42.12559481346898,41.22122555506102,41.61050796508789,133787200
2018-03-20,41.59626007080078,41.966552596040465,41.52504913396114,41.59626007080078,78597600
2018-03-21,41.54878399225745,41.56065308547115,40.651535598770195,40.65391159057617,148219600
2018-03-22,40.35245406684443,40.98859689830879,40.02014118801061,40.07948303222656,165963200
2018-03-23,39.970291523808946,40.3334633122835,39.15137481689453,39.15137481689453,164115200
2018-03-26,39.89434542956457,41.08830330465678,39.50743536225342,41.009971618652344,150164800
2018-03-27,41.22596848172189,41.57489885107036,39.621366154292765,39.95842742919922,163690400
2018-03-28,39.69969590116176,40.357204584340344,39.210719658212234,39.51692199707031,166674000
2018-03-29,39.83262122024113,40.767849318320096,39.61661602562107,39.82550048828125,153594000
2018-04-02,39.55491042989945,40.10085627143806,39.03982351487268,39.56440353393555,150347200
2018-04-03,39.7922694085779,40.055747358301176,39.137136711237936,39.97029495239258,121112000
2018-04-04,39.13713390799512,40.829560827052724,39.11102335189494,40.734615325927734,138422000
2018-04-05,40.96486110325899,41.35651581454399,40.84617741839218,41.01708221435547,107732800
2018-04-06,40.58270675372526,40.941130242250324,39.92519800778606,39.967926025390625,140021200
2018-04-09,40.32396683253316,41.08591400257578,40.3168461017431,40.36431884765625,116070800
2018-04-10,41.0645595181728,41.3019269142316,40.715629156211236,41.1239013671875,113634400
2018-04-11,40.88178044038506,41.28293186851714,40.755976026134455,40.9316291809082,89726400
2018-04-12,41.16187831347333,41.53929157912695,41.07404991978766,41.33515548706055,91557200
2018-04-13,41.487065930491795,41.738674746756125,41.266316029333304,41.475196838378906,100497200
2018-04-16,41.546410245595624,41.82175726249847,41.49893749625272,41.73393249511719,86313600
2018-04-17,41.89297949043951,42.47452897601831,41.8739896611956,42.308372497558594,106421600
2018-04-18,42.20629250700724,42.44603587458057,41.98554258606726,42.21341323852539,83018000
2018-04-19,41.244952861014106,41.63186283270025,40.98385092747031,41.01708221435547,139235200
2018-04-20,40.494875082210584,40.64204169372204,39.267682582566586,39.33652114868164,261964400
2018-04-23,39.600004705736055,39.62136690297188,38.94961671057845,39.222591400146484,146062000
2018-04-24,39.324643700753946,39.48130700213925,38.26835984493708,38.676631927490234,134768000
2018-04-25,38.60068475410968,39.26531418687754,38.55083962926703,38.84517288208008,113528400
2018-04-26,38.956738189607,39.33889986477515,38.77871263201822,38.98047637939453,111852000
2018-04-27,38.928255493333026,39.006587173775486,38.1283284754479,38.52947998046875,142623200
2018-04-30,38.48437186806284,39.70206398194959,38.415533304246374,39.22732925415039,169709600
2018-05-01,39.500305646195514,40.16255902716922,39.22970698423633,40.138824462890625,214277600
2018-05-02,41.5938855555567,42.19205237552987,41.25445193601697,41.91196060180664,266157600
2018-05-03,41.74817908586957,42.13271311130152,41.40636945351271,41.987918853759766,136272800
2018-05-04,42.31073585038468,43.73494014268375,42.29174602518804,43.63524627685547,224805200
2018-05-07,43.95569536297504,44.54674151935589,43.853629114932566,43.950950622558594,169805600
2018-05-08,43.91059967518956,44.20256058329471,43.59727294692894,44.162208557128906,113611200
2018-05-09,44.28088896186168,44.48264907763875,43.965189886886776,44.4731559753418,92844800
2018-05-10,44.563356588402144,45.18763038199922,44.54199076991614,45.10929870605469,111957200
2018-05-11,45.15218930414481,45.288008549983985,44.66609056894947,44.9377326965332,104848800
2018-05-14,45.03780899678679,45.16171701107839,44.76378536331453,44.8328857421875,83115200
2018-05-15,44.50644554893874,44.575549572911584,44.106132329986295,44.42543029785156,94780800
2018-05-16,44.337261503627026,44.90675698253949,44.320579970231655,44.84003448486328,76732400
2018-05-17,44.797144609724185,45.013982724867226,44.406361153245776,44.556480407714844,69176000
2018-05-18,44.604133424325134,44.751867515723085,44.35155437674606,44.39444351196289,73190800
2018-05-21,44.797151633144985,45.099771707443786,44.53742433937872,44.708988189697266,73603200
2018-05-22,44.887690008121425,45.00683134171478,44.506436286260715,44.59698486328125,60962800
2018-05-23,44.40398005033803,44.91628637156674,44.263390502120465,44.88292694091797,80233600
2018-05-24,44.98062347934853,44.99730137663295,44.37062038730561,44.8328857421875,92936000
2018-05-25,44.851951925477536,45.190312925602036,44.71374752217505,44.93535232543945,69844000
2018-05-29,44.70184876674486,44.97587249580038,44.527899728113724,44.77333068847656,90056400
2018-05-30,44.7304315213412,44.797150390625,44.506445187643166,44.678009033203125,74762000
2018-05-31,44.61129347715791,44.85195772809795,44.353947689705144,44.52789306640625,109931200
2018-06-01,44.79476979486748,45.33566895084951,44.737580633201226,45.33090591430664,93770000
2018-06-04,45.66449209754213,46.08863497194055,45.59539172097603,45.70976638793945,105064800
2018-06-05,46.00523819055777,46.21254295604432,45.836055890100795,46.06242370605469,86264000
2018-06-06,46.13867965384341,46.245906140010774,45.731214643320946,46.222076416015625,83734400
2018-06-07,46.26020554770248,46.27450192867309,45.831295939056176,46.098175048828125,85388800
2018-06-08,45.55250911933895,45.75028422181488,45.21891475125058,45.67879867553711,106627200
2018-06-11,45.59539555989573,45.74312966865805,45.323753430545906,45.56679916381836,73234000
2018-06-12,45.6049298663356,45.89563507708038,45.54774070431989,45.81700134277344,67644400
2018-06-13,45.85036017681139,45.95997182692711,45.37856141306488,45.440513610839844,86553600
2018-06-14,45.64305606592187,45.64782273840919,45.32613960977227,45.4643440246582,86440400
2018-06-15,45.280863835038254,45.31184175133746,44.85910241334913,44.99730682373047,246876800
2018-06-18,44.768556947523855,45.087854907941455,44.60652281322326,44.973480224609375,73939600
2018-06-19,44.11565933228574,44.39921632959985,43.7129609838921,44.2467155456543,134314000
2018-06-20,44.40398301753146,44.60652113289556,44.256245269724445,44.43972396850586,82514800
2018-06-21,44.61843421019397,44.88054662653855,44.068001771775684,44.19190979003906,102847600
2018-06-22,44.34917090856927,44.35631909804375,44.01080994179212,44.063232421875,108801600
2018-06-25,43.701053367970296,44.06324415336285,43.06483888401933,43.40796661376953,126652400
2018-06-26,43.60335573868267,44.44687495795262,43.49612560719516,43.94647979736328,98276800
2018-06-27,44.13710553806365,44.62558582276807,43.85116701206041,43.882144927978516,101141200
2018-06-28,43.867848378766176,44.37062504245603,43.79636283856321,44.20144271850586,69460800
2018-06-29,44.38967705477079,44.60413363960497,43.58428410149269,44.10850524902344,90950800
2018-07-02,43.801134360241555,44.6303572650484,43.70581908411628,44.60176086425781,70925200
2018-07-03,44.74710010822052,44.78522620727832,43.7343987808917,43.824947357177734,55819200
2018-07-05,44.14424905941668,44.418276329611416,43.910733045401834,44.177608489990234,66416800
2018-07-06,44.18238304586757,44.899612749137276,44.129960554768154,44.79000473022461,69940800
2018-07-09,45.154580466972746,45.43575236264031,45.10692464484846,45.41192626953125,79026400
2018-07-10,45.442890979072175,45.57871021443679,45.3165978150944,45.35710906982422,63756400
2018-07-11,44.91628497022311,45.22128650832622,44.704213531449774,44.768550872802734,75326000
2018-07-12,45.16171054504856,45.609683092337626,45.10928807096559,45.519134521484375,72164400
2018-07-13,45.53106652186593,45.712160095842314,45.48817373787574,45.59063720703125,50055600
2018-07-16,45.6359112406509,45.905168263595755,45.37379877310522,45.49055862426758,60172400
2018-07-17,45.214144664560486,45.71930285120964,45.08308844559802,45.619224548339844,62138000
2018-07-18,45.69786132721317,45.70262799983122,45.2570368256433,45.3690299987793,65573600
2018-07-19,45.19985137416339,45.88134012346022,45.19985137416339,45.7216911315918,81147200
2018-07-20,45.69786325033023,45.85274557582902,45.3142278963147,45.61684799194336,82704800
2018-07-23,45.43574003330753,45.74074521113101,45.16886459310532,45.657344818115234,63957600
