"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-7-16","14,427.24","14,597.51","14,623.02","14,413.32","811.42M","-0.80%"
"2021-7-15","14,543.13","14,635.78","14,650.38","14,451.80","832.92M","-0.70%"
"2021-7-14","14,644.95","14,780.90","14,790.55","14,632.95","862.70M","-0.22%"
"2021-7-13","14,677.65","14,715.13","14,803.68","14,660.19","805.39M","-0.38%"
"2021-7-12","14,733.24","14,743.86","14,761.08","14,672.63","753.86M","0.21%"
"2021-7-9","14,701.92","14,578.43","14,710.20","14,552.26","756.93M","0.98%"
"2021-7-8","14,559.79","14,409.20","14,610.06","14,371.59","920.12M","-0.72%"
"2021-7-7","14,665.06","14,753.42","14,755.33","14,580.79","889.86M","0.01%"
"2021-7-6","14,663.64","14,661.55","14,687.00","14,529.80","909.25M","0.17%"
"2021-7-2","14,639.33","14,582.98","14,649.11","14,555.33","724.36M","0.81%"
