"Date","Price","Open","High","Low","Vol.","Change %"
"04/11/2023","4.09","4.11","4.11","4.08","535.95M","-0.24%"
"04/10/2023","4.10","4.13","4.13","4.10","474.36M","-0.36%"
"04/07/2023","4.12","4.09","4.13","4.09","329.59M","0.71%"
"04/06/2023","4.09","4.09","4.09","4.07","378.29M","-0.29%"
"04/04/2023","4.10","4.08","4.10","4.07","480.31M","0.49%"
"04/03/2023","4.08","4.05","4.09","4.05","551.34M","0.74%"
"03/31/2023","4.05","4.05","4.06","4.04","671.16M","0.25%"
"03/30/2023","4.04","4.00","4.04","3.98","557.21M","1.08%"
"03/29/2023","4.00","4.02","4.02","3.99","616.34M","0.00%"
"03/28/2023","4.00","4.01","4.02","3.99","507.21M","-0.20%"
"03/27/2023","4.01","4.03","4.03","3.98","491.25M","-0.52%"
"03/24/2023","4.03","4.02","4.03","4.01","254.90M","-0.12%"
"03/23/2023","4.03","3.98","4.03","3.98","534.47M","0.95%"
"03/22/2023","3.99","3.98","4.01","3.98","581.76M","0.45%"
"03/21/2023","3.97","3.94","3.98","3.94","556.74M","1.09%"
"03/20/2023","3.93","3.95","3.98","3.93","570.95M","-0.56%"
"03/17/2023","3.95","3.96","4.00","3.93","1.12B","0.53%"
"03/16/2023","3.93","3.96","3.98","3.93","433.14M","-1.16%"
"03/15/2023","3.98","4.01","4.02","3.98","393.30M","0.00%"
"03/14/2023","3.98","4.00","4.00","3.94","463.54M","-0.62%"
"03/13/2023","4.01","3.96","4.01","3.96","467.45M","1.11%"
"03/10/2023","3.96","3.99","4.00","3.96","498.11M","-1.37%"
"03/09/2023","4.02","4.03","4.04","3.99","407.94M","-0.25%"
"03/08/2023","4.03","4.03","4.03","4.01","431.32M","-0.40%"
"03/07/2023","4.04","4.09","4.12","4.04","674.65M","-1.39%"
"03/06/2023","4.10","4.13","4.13","4.08","929.30M","-0.61%"
"03/03/2023","4.12","4.13","4.14","4.09","420.18M","0.22%"
"03/02/2023","4.11","4.11","4.13","4.11","439.13M","-0.12%"
"03/01/2023","4.12","4.07","4.14","4.06","1.18B","1.20%"
"02/28/2023","4.07","4.06","4.08","4.02","484.55M","0.64%"
"02/27/2023","4.05","4.04","4.06","4.03","456.96M","-0.37%"
"02/24/2023","4.06","4.10","4.10","4.04","808.78M","-0.95%"
"02/23/2023","4.10","4.10","4.13","4.08","465.56M","0.00%"
"02/22/2023","4.10","4.12","4.13","4.09","452.95M","-0.97%"
"02/21/2023","4.14","4.13","4.15","4.11","560.90M","0.12%"
"02/20/2023","4.13","4.03","4.14","4.03","1.05B","2.61%"
"02/17/2023","4.03","4.09","4.10","4.03","743.39M","-1.42%"
"02/16/2023","4.09","4.12","4.17","4.06","792.51M","-0.70%"
"02/15/2023","4.12","4.14","4.15","4.11","645.51M","-0.68%"
"02/14/2023","4.14","4.14","4.15","4.12","332.63M","0.22%"
"02/13/2023","4.14","4.09","4.14","4.08","828.01M","0.78%"
"02/10/2023","4.10","4.13","4.13","4.09","520.52M","-0.58%"
"02/09/2023","4.13","4.07","4.13","4.06","595.89M","1.33%"
"02/08/2023","4.07","4.09","4.11","4.07","462.87M","-0.42%"
"02/07/2023","4.09","4.09","4.10","4.07","553.99M","0.25%"
"02/06/2023","4.08","4.10","4.10","4.06","731.46M","-1.38%"
"02/03/2023","4.14","4.15","4.16","4.10","960.05M","-1.03%"
"02/02/2023","4.18","4.20","4.20","4.16","1.00B","-0.24%"
"02/01/2023","4.19","4.16","4.19","4.13","715.65M","0.75%"
"01/31/2023","4.16","4.21","4.22","4.15","1.14B","-1.09%"
"01/30/2023","4.20","4.26","4.27","4.20","801.35M","0.57%"
"01/20/2023","4.18","4.17","4.19","4.16","570.08M","0.55%"
"01/19/2023","4.16","4.12","4.16","4.10","607.43M","0.68%"
"01/18/2023","4.13","4.15","4.15","4.13","445.69M","-0.22%"
"01/17/2023","4.14","4.14","4.15","4.12","601.51M","0.00%"
"01/16/2023","4.14","4.09","4.18","4.08","1.72B","0.00%"
"01/13/2023","4.14","4.09","4.15","4.09","655.91M","1.52%"
"01/12/2023","4.08","4.08","4.09","4.07","325.59M","0.15%"
"01/11/2023","4.08","4.08","4.11","4.07","571.51M","0.00%"
"01/10/2023","4.08","4.07","4.09","4.06","744.26M","0.15%"
"01/09/2023","4.07","4.07","4.09","4.05","780.96M","0.62%"
"01/06/2023","4.05","4.03","4.06","4.03","541.08M","0.40%"
"01/05/2023","4.03","3.97","4.03","3.97","774.50M","1.90%"
"01/04/2023","3.95","3.95","3.96","3.93","980.80M","0.13%"
"01/03/2023","3.95","3.94","3.96","3.89","656.31M","0.28%"
"12/30/2022","3.94","3.94","3.95","3.93","630.23M","0.41%"
"12/29/2022","3.92","3.92","3.93","3.90","721.27M","-0.31%"
"12/28/2022","3.93","3.94","3.94","3.92","649.27M","-0.33%"
"12/27/2022","3.95","3.94","3.95","3.92","582.05M","1.21%"
"12/26/2022","3.90","3.89","3.92","3.89","651.19M","0.23%"
"12/23/2022","3.89","3.88","3.91","3.87","1.08B","-0.26%"
"12/22/2022","3.90","3.92","3.94","3.88","687.82M","0.21%"
"12/21/2022","3.89","3.90","3.91","3.88","523.06M","0.00%"
"12/20/2022","3.90","3.94","3.95","3.87","815.56M","-1.59%"
"12/19/2022","3.96","4.02","4.03","3.94","745.20M","-1.44%"
"12/16/2022","4.02","4.01","4.03","3.99","908.37M","0.00%"
"12/15/2022","4.01","4.02","4.03","3.99","530.75M","0.00%"
"12/14/2022","4.01","4.01","4.03","3.99","621.91M","0.25%"
"12/13/2022","4.01","4.02","4.03","4.00","363.67M","-0.27%"
"12/12/2022","4.02","4.05","4.05","4.01","466.86M","-1.03%"
"12/09/2022","4.06","4.02","4.07","4.01","647.45M","0.84%"
"12/08/2022","4.02","4.01","4.03","4.00","509.41M","0.22%"
"12/07/2022","4.01","4.02","4.07","4.00","682.08M","-0.30%"
"12/06/2022","4.03","3.99","4.05","3.99","765.81M","0.57%"
"12/05/2022","4.00","3.97","4.01","3.96","876.18M","1.81%"
"12/02/2022","3.93","3.95","3.96","3.93","1.03B","-0.58%"
"12/01/2022","3.96","3.98","4.01","3.95","635.41M","1.15%"
"11/30/2022","3.91","3.90","3.93","3.89","459.49M","0.00%"
"11/29/2022","3.91","3.81","3.92","3.81","720.71M","3.06%"
"11/28/2022","3.79","3.77","3.80","3.73","626.09M","-1.17%"
"11/25/2022","3.84","3.82","3.85","3.81","549.22M","0.55%"
"11/24/2022","3.82","3.85","3.87","3.81","482.15M","-0.47%"
"11/23/2022","3.83","3.82","3.86","3.81","548.79M","0.00%"
"11/22/2022","3.83","3.83","3.87","3.81","649.03M","0.00%"
"11/21/2022","3.83","3.84","3.84","3.79","518.25M","-0.85%"
"11/18/2022","3.87","3.88","3.90","3.86","649.20M","-0.34%"
"11/17/2022","3.88","3.89","3.89","3.84","791.62M","-0.44%"
"11/16/2022","3.90","3.92","3.94","3.89","537.80M","-0.74%"
"11/15/2022","3.92","3.84","3.93","3.84","767.18M","1.95%"
"11/14/2022","3.85","3.90","3.92","3.84","850.97M","0.00%"
"11/11/2022","3.85","3.84","3.90","3.81","1.38B","2.61%"
"11/10/2022","3.75","3.75","3.77","3.73","506.50M","-0.56%"
"11/09/2022","3.77","3.81","3.82","3.77","520.92M","-1.05%"
"11/08/2022","3.81","3.83","3.84","3.79","801.26M","-0.60%"
"11/07/2022","3.83","3.81","3.86","3.81","534.07M","0.00%"
"11/04/2022","3.83","3.70","3.85","3.70","1.13B","3.43%"
"11/03/2022","3.71","3.72","3.73","3.69","488.11M","-0.80%"
"11/02/2022","3.74","3.68","3.77","3.68","751.65M","0.92%"
"11/01/2022","3.70","3.59","3.70","3.58","1.07B","3.87%"
"10/31/2022","3.57","3.58","3.62","3.55","597.66M","-1.08%"
"10/28/2022","3.60","3.68","3.68","3.60","738.14M","-2.33%"
"10/27/2022","3.69","3.74","3.75","3.69","512.40M","-0.70%"
"10/26/2022","3.72","3.69","3.77","3.69","686.29M","0.76%"
"10/25/2022","3.69","3.69","3.74","3.66","823.52M","-0.43%"
"10/24/2022","3.70","3.80","3.83","3.69","629.79M","-2.58%"
"10/21/2022","3.80","3.84","3.84","3.78","327.57M","-0.58%"
"10/20/2022","3.82","3.82","3.88","3.79","372.30M","-0.31%"
"10/19/2022","3.84","3.89","3.90","3.83","288.16M","-1.51%"
"10/18/2022","3.89","3.92","3.93","3.89","431.13M","-0.18%"
"10/17/2022","3.90","3.89","3.91","3.87","388.76M","0.00%"
"10/14/2022","3.90","3.85","3.92","3.84","749.63M","2.31%"
"10/13/2022","3.82","3.82","3.85","3.81","345.14M","-0.86%"
"10/12/2022","3.85","3.79","3.85","3.72","731.51M","1.64%"
"10/11/2022","3.79","3.79","3.80","3.77","491.38M","0.00%"
"10/10/2022","3.79","3.87","3.87","3.78","684.11M","-2.04%"
"09/30/2022","3.87","3.89","3.91","3.87","638.38M","-0.67%"
"09/29/2022","3.89","3.92","3.94","3.87","506.08M","0.00%"
"09/28/2022","3.89","3.93","3.94","3.89","530.08M","-1.42%"
"09/27/2022","3.95","3.91","3.96","3.89","519.16M","1.28%"
"09/26/2022","3.90","3.90","3.96","3.89","756.03M","-0.64%"
"09/23/2022","3.92","3.93","3.95","3.89","520.25M","-0.20%"
"09/22/2022","3.93","3.94","3.96","3.92","279.85M","-0.73%"
"09/21/2022","3.96","3.98","3.99","3.94","363.49M","-0.75%"
"09/20/2022","3.99","4.01","4.02","3.98","301.52M","0.00%"
"09/19/2022","3.99","3.99","4.01","3.97","397.79M","-0.27%"
"09/16/2022","4.00","4.08","4.09","4.00","725.78M","-2.20%"
"09/15/2022","4.09","4.13","4.15","4.07","588.84M","-0.90%"
"09/14/2022","4.13","4.13","4.16","4.11","429.91M","-1.10%"
"09/13/2022","4.17","4.17","4.20","4.16","327.43M","0.34%"
"09/09/2022","4.16","4.11","4.17","4.11","392.98M","1.41%"
"09/08/2022","4.10","4.12","4.13","4.10","171.63M","-0.44%"
"09/07/2022","4.12","4.10","4.13","4.09","183.57M","0.19%"
"09/06/2022","4.11","4.09","4.12","4.07","264.10M","0.71%"
"09/05/2022","4.08","4.07","4.08","4.04","215.86M","0.00%"
"09/02/2022","4.08","4.11","4.12","4.06","263.74M","-0.56%"
"09/01/2022","4.11","4.13","4.15","4.10","320.25M","-0.82%"
