date,open,high,low,close,volume,amount
2005-02-23,0.6375694,0.6382931,0.6267141,0.633951,1269742542.0,1111793167.0
2005-02-24,0.633951,0.633951,0.6281615,0.633951,451614223.0,394141216.0
2005-02-25,0.6346747,0.6419116,0.6332273,0.6368458,506460695.0,446597972.0
2005-02-28,0.6353983,0.636122,0.6296089,0.6310562,187965193.0,164467462.0
2005-03-01,0.6296089,0.6317799,0.6259905,0.6274378,208094456.0,180573596.0
2005-03-02,0.6274378,0.6325036,0.6202009,0.6216483,249274643.0,215572195.0
2005-03-03,0.6209246,0.6230957,0.6180298,0.6216483,100153220.0,85830280.0
2005-03-04,0.6216483,0.6259905,0.6202009,0.622372,129800189.0,111715108.0
2005-03-07,0.622372,0.6259905,0.622372,0.6238194,116789645.0,100713450.0
2005-03-08,0.6252667,0.6332273,0.624543,0.6325036,298505387.0,259486071.0
2005-03-09,0.6325036,0.6353983,0.6288851,0.6317799,200006304.0,174863933.0
2005-03-10,0.6310562,0.6310562,0.6165825,0.6173062,333859748.0,287003280.0
2005-03-11,0.6173062,0.6194772,0.6151351,0.6187535,132344547.0,112888757.0
2005-03-14,0.6187535,0.6252667,0.6115167,0.6202009,233509499.0,199760619.0
2005-03-15,0.6194772,0.6194772,0.6093456,0.6100693,282961631.0,239546928.0
2005-03-16,0.6086219,0.6100693,0.6021087,0.6035561,219444991.0,183701630.0
2005-03-17,0.6035561,0.6057271,0.5984902,0.599214,130062534.0,108082309.0
2005-03-18,0.599214,0.6021087,0.5941481,0.5963192,227792257.0,188092685.0
2005-03-21,0.5963192,0.5977666,0.5941481,0.5963192,103273002.0,85036479.0
2005-03-22,0.5963192,0.5970429,0.5840165,0.5847402,162294082.0,131858193.0
2005-03-23,0.5840165,0.5869113,0.5789506,0.5818454,145295510.0,117013259.0
2005-03-24,0.5803981,0.5840165,0.5767796,0.5832928,118388057.0,94998083.0
2005-03-25,0.5832928,0.5854638,0.5803981,0.5825691,108223365.0,87190626.0
2005-03-28,0.5811217,0.5825691,0.5767796,0.5803981,71266320.0,57019414.0
2005-03-29,0.5803981,0.5869113,0.5803981,0.5825691,144018030.0,116246835.0
2005-03-30,0.5818454,0.5818454,0.5724375,0.5738848,192659445.0,153413202.0
2005-03-31,0.5731612,0.5753322,0.568819,0.5746086,128738277.0,101747478.0
2005-04-01,0.5738848,0.6035561,0.5717138,0.5999376,502390601.0,409666114.0
2005-04-04,0.5890823,0.5919771,0.5818454,0.5861876,232991558.0,188905456.0
2005-04-05,0.5847402,0.5883586,0.5803981,0.5825691,129587051.0,104559653.0
2005-04-06,0.5803981,0.5970429,0.578227,0.5919771,261361039.0,212119445.0
2005-04-07,0.5919771,0.6071745,0.589806,0.5963192,363451793.0,301938686.0
2005-04-08,0.5963192,0.6050034,0.5927008,0.6050034,243258274.0,201477220.0
